explanation,token_count,length_bin,group,llm_likeness
The man can drag a flotation device without pulling up his long boots or climbing onto one.,17,16-20,old_human,0.2443706283818302
A man and a person are synonymous as part of the description next to the bus lane.,17,16-20,old_human,0.3491352834435401
The lady can not dig through a garbage can and make a burger at the same time.,17,16-20,old_human,0.01837927028032201
A person cannot chew a liquid nor can they consume a liquid while talking on the phone.,17,16-20,old_human,0.27937480012190813
They are not necessarily performers waiting for a crowd to calm down before they continue their performance.,17,16-20,old_human,0.0770681850052352
Two men are on a boat which means some men (the two men) are by water.,16,16-20,old_human,0.8052547295688044
There is no way to know that the dog is sitting down because he catches a ball on his nose.,20,16-20,old_human,0.21293655677786896
"A group of girls infers that there are also many girls, and they are all standing together.",17,16-20,old_human,0.13973231095559882
"We have no idea if he learns bike maintenance or not, he could just be watching.",16,16-20,old_human,0.002180277427968397
A street lined with houses is not going to cause damage like elephants smashing the street.,16,16-20,old_human,0.2890766478548922
A group of children poking at turtles in the grass implies they were playing in the grass.,17,16-20,old_human,0.5954753265216398
The ballerina cannot be standing and sleeping at the same time.  Toes are on the foot not food.,18,16-20,old_human,0.009348497490305531
"the sled dogs either wre headed towards another group of sled dogs, or there were sitting still.",17,16-20,old_human,0.36268439796735386
The person is a soccer player because he/she is a player on a soccer team.,16,16-20,old_human,0.46163369033715695
The people can't be meeting for coffee and using the port-o-john in a field.,17,16-20,old_human,0.16614473555456347
Just because people are listening to a man it doesn't mean that he is respected by them.,18,16-20,old_human,0.004290008804315867
Fitting his head and arm into a toilet seat ring does not necessarily mean he is doing magic tricks.,19,16-20,old_human,0.017452634962315815
"Noise-cancelling headphones are a type of headphones, and works on is a rephrasing of ""working on"".",17,16-20,old_human,0.060019616131856655
Studying a slide is different from reading; these activities cannot be done at the same time.,16,16-20,old_human,0.006317553770917987
A man is wearing a apron who is wearing a olive green shirt and red and white striped apron,19,16-20,old_human,0.6556377674512954
Just because they are in front of a tv doesn't mean they are watching tv,16,16-20,old_human,0.014115326797225656
A taxi cab is a car and a child can stick out of it only if he is inside.,19,16-20,old_human,0.05411860336894558
The person cannot be alone if there is a man and woman they are waving at.,16,16-20,old_human,0.025116310609898593
People could be standing in front of trees for many reasons other than inspecting them for woodpeckers.,17,16-20,old_human,0.10359553482054157
Though she is smiling it is hard to tell from the first sentence if she is having fun.,18,16-20,old_human,0.06339095383444635
The man is doing exercise as jumping and splitting his legs and his mouth open to breathout!,17,16-20,old_human,0.6978503907630043
The fact that the girl is jumping does not imply that she is jumping for charity.,16,16-20,old_human,0.020485694676172506
"A book is used for reading, and the sun is often related to the ocean/beach.",16,16-20,old_human,0.4112831299882584
just because a woman walks by a man and a woman taking pictures does not mean she  judges them.,19,16-20,old_human,0.024492845122886252
If a boy is pushing a gril on a toy SUV this implies that the boy and girl are playing.,20,16-20,old_human,0.12680107374443983
If a boy and a girl sit at a black table then they are sitting at a table.,18,16-20,old_human,0.13090423914868288
"It is not feasible that a musician performs a solo, while at the same time, he is home sleeping.",19,16-20,old_human,0.004166272341964507
A skateboarder at the top of a jump on a snowy day implies that he is outdoors.,17,16-20,old_human,0.13165155775423718
A man can either wear a black t-shirt or a white t-shirt but not both.,17,16-20,old_human,0.009924986955120115
Men running in a field does not imply that they play a game while on break from work.,18,16-20,old_human,0.069469293179414
""" older man is riding a bike "" is a rephrasing of "" old man is riding a bike "".",16,16-20,old_human,0.3756305916012233
"A land rover and a sedan are different cars, so these sentences cannot be describing the same event.",18,16-20,old_human,0.0037228352209970456
"If a man is sitting and sleeping at the same time, that could be called sleeping in the sitting position.",20,16-20,old_human,0.0257758338079695
The person is either carrying a girl or carrying a bag.The roof is outside and the theater is inside.,20,16-20,old_human,0.2137264249502903
Looking through a telescope is not the same as looking at images on a computer screen.,16,16-20,old_human,0.04927216840884987
The boy in blue shorts and t-shirt was about the hit the tennis ball with the racket.,18,16-20,old_human,0.9144340052387918
"We have no idea where the woman works, she could work in a factory or anywhere else.",17,16-20,old_human,0.20497896939073898
The ballerina's actions in the studio have nothing to do with the fact that she is wearing pink.,19,16-20,old_human,0.2953979036248124
Just because they are boxing doesn't mean one man pounds another. Maybe the other is avoiding the punches.,19,16-20,old_human,0.007406277928711048
"When you're running carrying an orange toy, you're not in the middle of chasing a rabbit.",18,16-20,old_human,0.2826506465161131
Just because a woman is sitting on a cafe doesn't mean she is waiting for a friend,18,16-20,old_human,0.04830111693611737
The dog either runs or is asleep on the sofa; it cannot do both at once.,16,16-20,old_human,0.10066133070218417
Just because two football teams are involved doesn't mean they have anything to do with the NFL.,18,16-20,old_human,0.04441351222521669
"Two males and one female are people, and playing in a fountain of water implies being in the fountain.",19,16-20,old_human,0.2020109658645632
A young boy getting his photo taken is not assumed to have that photo taken by his mother.,18,16-20,old_human,0.3127203085511662
Man sleeping next to a dog is a rephrasing of dog has a man sleeping next to it.,18,16-20,old_human,0.3013771171199835
Just because they are walking on the sidewalk does not mean they want to avoid traffic.,16,16-20,old_human,0.013241892598790904
Kids who're working on a project will not be playing in a park at that time.,17,16-20,old_human,0.0650543367293757
"If the stand in a circle facing each other, they cannot be watching a sports channel.",16,16-20,old_human,0.043120617332905155
Just because a man is pulling items on a cart doesn't mean he bought at the store home,19,16-20,old_human,0.06521249687131296
A man can't be jumping from a ledge if he is walking on a street.,16,16-20,old_human,0.014043912532730567
