premise,hypothesis,label,label_name,explanation
A group of young volleyball players celebrate on the court.,A group of volleyball player celebrate winning the championship.,1,neutral,"The premise gives related context (A man is drawing on the street while another man videotapes it), but it does not provide enough evidence to confirm or deny that a guy videotaping another guy drawing for a project."
The young boy is pretend playing with boxes.,A boy has created a whole town from boxes.,1,neutral,"The hypothesis conflicts with the premise. The premise states The dog ran across the beach, which contradicts the claim that The cat ran across the beach."
"A girl wearing a black t-shirt is holding a large, silver ball and smiling while two other people stand in the background.",There are at least two people currently standing around a young female.,0,entailment,"The hypothesis conflicts with the premise. The premise states A person in a green shirt is looking up at the sky using a telescope, which contradicts the claim that a person is kicking a ball."
"Six boys play football, and one has the football and is running.",a group of boys play baseball,2,contradiction,"The hypothesis conflicts with the premise. The premise states Two casually dressed men playing a xylophone and a violin, which contradicts the claim that The men are Asian."
A man playing guitar and a woman singing into a microphone.,a man is playing guitar,0,entailment,"The hypothesis conflicts with the premise. The premise states A man with a hat taking a photo with his camera while a passerby looks annoyed, which contradicts the claim that Nobody is taking a photo."
People are standing outside of a building.,The building had people near it.,0,entailment,The hypothesis is supported by the premise: Worker loading handicapped man in wheelchair onto a train. This is consistent with the claim that The worker is loading a disabled man onto a train.
Families join together to enjoy an outdoor picnic.,Families are watching a football game on tv.,2,contradiction,"The premise gives related context (A woman in glasses is using a sewing machine), but it does not provide enough evidence to confirm or deny that A woman uses a sewing machine to make clothes."
"Man in blue shirt riding his bike, smoking a cigarette.",A man is smoking a cigarette while riding his bike,0,entailment,"The hypothesis conflicts with the premise. The premise states A man in a blue shirt looks off into the distance, which contradicts the claim that A man is wearing a yellow shirt."
A gathering of people watching other people playing some instruments.,Dancers are performing for an audience.,2,contradiction,"The premise gives related context (A man is skiing down a mountain with another large mountain behind him and a river), but it does not provide enough evidence to confirm or deny that Man trying to outrun an avalanche on a snowy mountain."
Five children are playing on a large round swinging net.,Some children are on a large net.,0,entailment,"The premise gives related context (A man mountain biking and performing dangerous tricks), but it does not provide enough evidence to confirm or deny that A man is riding a mountain bike."
