explanation,question,answer,system,correct_label,complete_label,ebr_num,split,source
"Sentence 3, 8 and 9 confirms the machine response.",what is pysansky?,Pysanky is a traditional form of Ukrainian Easter egg decoration using methods and motifs that have been part of Ukrainian culture for centuries. It involves a wax-resist dyeing technique to create intricate patterns and images on the surface of the eggshells using colors and symbols that have special meanings in Ukrainian tradition.,gpt4,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
"The answer makes use of info from many sentences: 3, 18, 30, 1, 8, and 22. Relevant info also comes from 20, where the term Pysanky talked about more in terms of origin and meaning.",what is pysansky?,Pysanky is a traditional form of Ukrainian Easter egg decoration using methods and motifs that have been part of Ukrainian culture for centuries. It involves a wax-resist dyeing technique to create intricate patterns and images on the surface of the eggshells using colors and symbols that have special meanings in Ukrainian tradition.,gpt4,correct,missing_minor,70.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,what is pysansky?,Pysanky is a traditional form of Ukrainian Easter egg decoration using methods and motifs that have been part of Ukrainian culture for centuries. It involves a wax-resist dyeing technique to create intricate patterns and images on the surface of the eggshells using colors and symbols that have special meanings in Ukrainian tradition.,gpt4,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
All necessary information is included in this answer.,what is pysansky?,"Pysanky (PIH-sahn-kih) are eggs decorated with a process that employs wax and dyes, using colors and symbols that have special meanings in Ukrainian tradition. A single egg is a pysanka.",text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer explains pysanky art.,what is pysansky?,"Pysanky (PIH-sahn-kih) are eggs decorated with a process that employs wax and dyes, using colors and symbols that have special meanings in Ukrainian tradition. A single egg is a pysanka.",text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
Only the info from sentence 8 is relevant. The question did not ask what a pysanka is but rather what pysanky is.,what is pysansky?,"Pysanky (PIH-sahn-kih) are eggs decorated with a process that employs wax and dyes, using colors and symbols that have special meanings in Ukrainian tradition. A single egg is a pysanka.",text-davinci-003_few_shot,irrelevant,complete,40.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The question is answered sufficiently,what is pysansky?,"Pysanky (PIH-sahn-kih) are eggs decorated with a process that employs wax and dyes, using colors and symbols that have special meanings in Ukrainian tradition. A single egg is a pysanka.",text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This machine response is marked as correct and mentioning all relevant information from the document.,what is pysansky?,"Pysanky (PIH-sahn-kih) are eggs decorated with a process that employs wax and dyes, using colors and symbols that have special meanings in Ukrainian tradition. A single egg is a pysanka.",text-davinci-003_few_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The machine response answered the question correctly and with all relevant information presented in the article.,what is pysansky?,"Pysansky is a form of folk art connected to Easter that involves decorating eggs using a wax-resist dyeing technique. The process involves dyeing the eggs in progressive stages and applying wax to resist the dye and prevent it from coloring certain parts of the eggshell. The designs used on the eggs often have special meanings in Ukrainian tradition, and the colors used also have special associations.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,what is pysansky?,"Pysansky is a form of folk art connected to Easter that involves decorating eggs using a wax-resist dyeing technique. The process involves dyeing the eggs in progressive stages and applying wax to resist the dye and prevent it from coloring certain parts of the eggshell. The designs used on the eggs often have special meanings in Ukrainian tradition, and the colors used also have special associations.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This is a valid and comprehensive answer,what is pysansky?,"Pysansky is a form of folk art connected to Easter that involves decorating eggs using a wax-resist dyeing technique. The process involves dyeing the eggs in progressive stages and applying wax to resist the dye and prevent it from coloring certain parts of the eggshell. The designs used on the eggs often have special meanings in Ukrainian tradition, and the colors used also have special associations.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
This is a sufficient and comprehensive answer,what is pysansky?,"Pysansky is a form of folk art connected to Easter that involves decorating eggs using a wax-resist dyeing technique. The process involves dyeing the eggs in progressive stages and applying wax to resist the dye and prevent it from coloring certain parts of the eggshell. The designs used on the eggs often have special meanings in Ukrainian tradition, and the colors used also have special associations.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer is correct and complete.,what is pysansky?,"Pysansky is a form of folk art connected to Easter that involves decorating eggs using a wax-resist dyeing technique. The process involves dyeing the eggs in progressive stages and applying wax to resist the dye and prevent it from coloring certain parts of the eggshell. The designs used on the eggs often have special meanings in Ukrainian tradition, and the colors used also have special associations.",text-davinci-003_zero_shot,correct,complete,100.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The above sentence explains why Kap believes they are so much more,so much more in what way?,The sentence is a fragment. It is a part of a longer sentence. The meaning of the fragment is clear. It is a continuation of the previous sentence.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
The answer does not answer the question with info from the document and instead talks about semantics. The answer should be drawn from sentence 5.,so much more in what way?,The sentence is a fragment. It is a part of a longer sentence. The meaning of the fragment is clear. It is a continuation of the previous sentence.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
All relevant information was ignored,so much more in what way?,The sentence is a fragment. It is a part of a longer sentence. The meaning of the fragment is clear. It is a continuation of the previous sentence.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
They're a connection to her heritage and proof that tradition can triumph over hardship and oppression.,so much more in what way?,The sentence is a fragment. It is a part of a longer sentence. The meaning of the fragment is clear. It is a continuation of the previous sentence.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
That is a nonsensical answer that has nothing to do with the article,so much more in what way?,The sentence is a fragment. It is a part of a longer sentence. The meaning of the fragment is clear. It is a continuation of the previous sentence.,davinci,irrelevant,missing_all,0.0,local_csv,local_csv:/Users/sikandarali/Documents/NLP_Project/data/raw/ebr_feedback.csv
